Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
62039005,08/06/2024 12:03:39 PM,11/14/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10453,1769 JEROME AVENUE,JEROME AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",11/14/2024 12:00:00 AM,05 BRONX,2028617501,BRONX,1008639,248393,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84842276788623,-73.91184596707207,"(40.84842276788623, -73.91184596707207)"
62044391,08/06/2024 11:57:27 AM,11/14/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10456,1208 FRANKLIN AVENUE,FRANKLIN AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",11/14/2024 12:00:00 AM,03 BRONX,2026140019,BRONX,1010878,241705,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83005969548922,-73.90377966194463,"(40.83005969548922, -73.90377966194463)"
62035427,08/06/2024 11:54:26 AM,02/03/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10033,106 PINEHURST AVENUE,PINEHURST AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",02/03/2025 12:00:00 AM,12 MANHATTAN,1021790185,MANHATTAN,1001125,249611,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.85178337426804,-73.93900224138129,"(40.85178337426804, -73.93900224138129)"
62035431,08/06/2024 11:45:25 AM,11/12/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10457,2050 VALENTINE AVENUE,VALENTINE AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",11/12/2024 12:00:00 AM,05 BRONX,2031420018,BRONX,1011853,249618,UNKNOWN,Unspecified,BRONX,,,,,,,,40.85177556570561,-73.90022393117076,"(40.85177556570561, -73.90022393117076)"
62043056,08/06/2024 11:24:20 AM,09/20/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11373,88-35 ELMHURST AVENUE,ELMHURST AVENUE,,,,,ADDRESS,ELMHURST,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,09/20/2024 12:00:00 AM,04 QUEENS,4015120026,QUEENS,1018204,211224,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.746372482461695,-73.87746125315917,"(40.746372482461695, -73.87746125315917)"
62044357,08/06/2024 11:15:18 AM,09/12/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10006,51 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,09/12/2024 12:00:00 AM,01 MANHATTAN,1000200016,MANHATTAN,980726,196688,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.70653918286487,-74.01271038364665,"(40.70653918286487, -74.01271038364665)"
62037635,08/06/2024 11:12:17 AM,11/19/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10467,3322 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",11/19/2024 12:00:00 AM,07 BRONX,2033550090,BRONX,1019313,258813,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87698655588999,-73.87321032891688,"(40.87698655588999, -73.87321032891688)"
62039778,08/06/2024 10:54:05 AM,08/17/2024 05:02:20 PM,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10033,12 PINEHURST AVENUE,PINEHURST AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,08/17/2024 12:00:00 AM,12 MANHATTAN,1021770039,MANHATTAN,1000766,248400,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84846021725781,-73.9403028949739,"(40.84846021725781, -73.9403028949739)"
62041592,08/06/2024 10:48:12 AM,08/07/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10457,1495 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,08/07/2024 12:00:00 AM,04 BRONX,2028200001,BRONX,1009193,245504,UNKNOWN,Unspecified,BRONX,,,,,,,,40.840491766656,-73.90985428172824,"(40.840491766656, -73.90985428172824)"
62039062,08/06/2024 10:45:11 AM,08/29/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10452,1475 WYTHE PLACE,WYTHE PLACE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",08/29/2024 12:00:00 AM,04 BRONX,2028440095,BRONX,1008043,245612,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84079136840153,-73.9140100749652,"(40.84079136840153, -73.9140100749652)"
62044359,08/06/2024 10:42:05 AM,09/17/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10025,235 WEST  107 STREET,WEST  107 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",09/17/2024 12:00:00 AM,07 MANHATTAN,1018790015,MANHATTAN,993429,231400,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80181073000673,-73.96684574475432,"(40.80181073000673, -73.96684574475432)"
62037727,08/06/2024 10:32:11 AM,08/12/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10455,731 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,08/12/2024 12:00:00 AM,02 BRONX,2027200028,BRONX,1012412,235987,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81436065585589,-73.89826055212743,"(40.81436065585589, -73.89826055212743)"
62040405,08/06/2024 10:26:10 AM,08/29/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10457,4215 PARK AVENUE,PARK AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",08/29/2024 12:00:00 AM,06 BRONX,2030277501,BRONX,1012131,248193,UNKNOWN,Unspecified,BRONX,,,,,,,,40.847863491304004,-73.89922497624548,"(40.847863491304004, -73.89922497624548)"
62037617,08/06/2024 10:22:54 AM,08/12/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11103,25-90 35 STREET,35 STREET,,,,,ADDRESS,ASTORIA,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",08/12/2024 12:00:00 AM,01 QUEENS,4006320070,QUEENS,1007726,219465,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7690259358455,-73.91524716819194,"(40.7690259358455, -73.91524716819194)"
62041672,08/06/2024 10:04:51 AM,09/24/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10467,3735 WHITEPLAINS ROAD,WHITEPLAINS ROAD,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",09/24/2024 12:00:00 AM,12 BRONX,2046510073,BRONX,1022013,260814,UNKNOWN,Unspecified,BRONX,,,,,,,,40.88246753374426,-73.86343572020625,"(40.88246753374426, -73.86343572020625)"
62035281,08/06/2024 10:04:29 AM,09/12/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11212,656 HOWARD AVENUE,HOWARD AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",09/12/2024 12:00:00 AM,16 BROOKLYN,3035110072,BROOKLYN,1006573,182002,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.66620203605158,-73.9195339535247,"(40.66620203605158, -73.9195339535247)"
62035351,08/06/2024 10:04:20 AM,08/07/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11691,711 SEAGIRT AVENUE,SEAGIRT AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,08/07/2024 12:00:00 AM,14 QUEENS,4156100001,QUEENS,1055848,156519,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.59599553669944,-73.74218707271653,"(40.59599553669944, -73.74218707271653)"
62039006,08/06/2024 10:01:08 AM,09/20/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10031,770 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,09/20/2024 12:00:00 AM,09 MANHATTAN,1020530090,MANHATTAN,999978,240286,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.82619108307154,-73.94317014821665,"(40.82619108307154, -73.94317014821665)"
62043006,08/06/2024 09:57:51 AM,08/07/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10036,30 WEST   46 STREET,WEST   46 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,08/07/2024 12:00:00 AM,05 MANHATTAN,1012610054,MANHATTAN,989743,214892,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.75650369339234,-73.9801729546141,"(40.75650369339234, -73.9801729546141)"
62040403,08/06/2024 09:57:26 AM,08/07/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11102,2-24 26 AVENUE,26 AVENUE,,,,,ADDRESS,ASTORIA,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,08/07/2024 12:00:00 AM,01 QUEENS,4009140022,QUEENS,1002474,222242,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7766604595617,-73.93420034969054,"(40.7766604595617, -73.93420034969054)"
62036261,08/06/2024 09:51:24 AM,08/08/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10460,2079 MOHEGAN AVENUE,MOHEGAN AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",08/08/2024 12:00:00 AM,06 BRONX,2031180036,BRONX,1016350,247127,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8449233075465,-73.88398064933226,"(40.8449233075465, -73.88398064933226)"
62041580,08/06/2024 09:48:24 AM,10/17/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11691,20-21 SEAGIRT BOULEVARD,SEAGIRT BOULEVARD,,,,,ADDRESS,FAR ROCKAWAY,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,10/17/2024 12:00:00 AM,14 QUEENS,4158100001,QUEENS,1052377,156203,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.595155544134954,-73.75468870713773,"(40.595155544134954, -73.75468870713773)"
62035284,08/06/2024 09:42:02 AM,08/12/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10457,4275 PARK AVENUE,PARK AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",08/12/2024 12:00:00 AM,06 BRONX,2030280055,BRONX,1012365,248737,UNKNOWN,Unspecified,BRONX,,,,,,,,40.849355867723204,-73.89837691003626,"(40.849355867723204, -73.89837691003626)"
62041591,08/06/2024 09:38:56 AM,10/31/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11106,33-01 VERNON BOULEVARD,VERNON BOULEVARD,,,,,ADDRESS,ASTORIA,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",10/31/2024 12:00:00 AM,01 QUEENS,4003210011,QUEENS,1000932,218457,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7662746694942,-73.93977729488441,"(40.7662746694942, -73.93977729488441)"
62044449,08/06/2024 09:32:49 AM,08/06/2024 09:32:49 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11216,1420 ATLANTIC AVENUE,ATLANTIC AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,08/06/2024 12:00:00 AM,08 BROOKLYN,3012020032,BROOKLYN,999456,186371,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.678209042917715,-73.94517820611705,"(40.678209042917715, -73.94517820611705)"
62040277,08/06/2024 09:17:44 AM,08/06/2024 09:17:44 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10018,449 WEST   36 STREET,WEST   36 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,08/06/2024 12:00:00 AM,04 MANHATTAN,1007340007,MANHATTAN,984917,214568,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.755616077040266,-73.99759248808677,"(40.755616077040266, -73.99759248808677)"
62042557,08/06/2024 09:11:49 AM,08/07/2024 09:23:59 AM,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10035,58 EAST  117 STREET,EAST  117 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,08/07/2024 12:00:00 AM,11 MANHATTAN,1016220043,MANHATTAN,999804,230899,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80042669997795,-73.94382061365984,"(40.80042669997795, -73.94382061365984)"
62036202,08/06/2024 08:50:31 AM,11/08/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11201,446 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",11/08/2024 12:00:00 AM,02 BROOKLYN,3001560026,BROOKLYN,988318,190897,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.69064400508349,-73.98533101175984,"(40.69064400508349, -73.98533101175984)"
62035354,08/06/2024 08:35:28 AM,08/07/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11207,12205 FLATLANDS AVENUE,FLATLANDS AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",08/07/2024 12:00:00 AM,05 BROOKLYN,3044157501,BROOKLYN,1016536,177532,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65390215583172,-73.88364251205846,"(40.65390215583172, -73.88364251205846)"
62041633,08/06/2024 08:29:27 AM,10/09/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10019,540 WEST   52 STREET,WEST   52 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,10/09/2024 12:00:00 AM,04 MANHATTAN,1010800010,MANHATTAN,986338,218567,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.76659208388042,-73.99246219890752,"(40.76659208388042, -73.99246219890752)"
62041671,08/06/2024 08:23:22 AM,08/29/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10453,1854 CEDAR AVENUE,CEDAR AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",08/29/2024 12:00:00 AM,05 BRONX,2028810040,BRONX,1006600,250328,UNKNOWN,Unspecified,BRONX,,,,,,,,40.85373916370406,-73.9192094769846,"(40.85373916370406, -73.9192094769846)"
62038962,08/06/2024 08:19:53 AM,10/15/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10019,504 WEST   52 STREET,WEST   52 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,10/15/2024 12:00:00 AM,04 MANHATTAN,1010800028,MANHATTAN,986668,218384,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.76608971215471,-73.99127094560946,"(40.76608971215471, -73.99127094560946)"
62036322,08/06/2024 08:13:03 AM,08/08/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11226,341 EAST   19 STREET,EAST   19 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,08/08/2024 12:00:00 AM,14 BROOKLYN,3051620056,BROOKLYN,995159,173178,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.642003506826605,-73.96069140943182,"(40.642003506826605, -73.96069140943182)"
62044448,08/06/2024 07:51:40 AM,08/21/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11691,34-01 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,,,,,ADDRESS,FAR ROCKAWAY,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",08/21/2024 12:00:00 AM,14 QUEENS,4159507501,QUEENS,1048985,156936,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.59719289827382,-73.76689551758939,"(40.59719289827382, -73.76689551758939)"
62036258,08/06/2024 07:48:40 AM,09/20/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10456,1191 BOSTON ROAD,BOSTON ROAD,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",09/20/2024 12:00:00 AM,03 BRONX,2026140038,BRONX,1011157,241372,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82914486082958,-73.90277283121831,"(40.82914486082958, -73.90277283121831)"
62043518,08/06/2024 07:42:42 AM,09/02/2024 06:23:14 PM,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10461,2100 EASTCHESTER ROAD,EASTCHESTER ROAD,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,09/02/2024 12:00:00 AM,11 BRONX,2042210001,BRONX,1027426,251197,ONLINE,Unspecified,BRONX,,,,,,,,40.85604702402423,-73.84392241558304,"(40.85604702402423, -73.84392241558304)"
62044450,08/06/2024 06:31:14 AM,01/30/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10462,2181 WALLACE AVENUE,WALLACE AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,01/30/2025 12:00:00 AM,11 BRONX,2043200042,BRONX,1021657,251121,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8558647549037,-73.86477725055627,"(40.8558647549037, -73.86477725055627)"
62043007,08/06/2024 04:12:40 AM,03/28/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10468,88 WEST  197 STREET,WEST  197 STREET,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,03/28/2025 12:00:00 AM,08 BRONX,2032490052,BRONX,1012301,256930,UNKNOWN,Unspecified,BRONX,,,,,,,,40.871843375129416,-73.89857395195848,"(40.871843375129416, -73.89857395195848)"
62036355,08/06/2024 04:07:44 AM,08/08/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10463,2780 KINGS BRIDGE TERRACE,KINGS BRIDGE TERRACE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",08/08/2024 12:00:00 AM,08 BRONX,2032530091,BRONX,1011012,257166,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87249512467488,-73.90323373681348,"(40.87249512467488, -73.90323373681348)"
62039061,08/06/2024 02:23:59 AM,01/09/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11229,1716 AVENUE T,AVENUE T,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,01/09/2025 12:00:00 AM,15 BROOKLYN,3073220007,BROOKLYN,996833,158355,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.601315250756485,-73.95468708626913,"(40.601315250756485, -73.95468708626913)"
62039059,08/05/2024 10:13:38 PM,10/21/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11372,94-11 34 ROAD,34 ROAD,,,,,ADDRESS,JACKSON HEIGHTS,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",10/21/2024 12:00:00 AM,03 QUEENS,4014550030,QUEENS,1019347,213913,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75374863866246,-73.87332217947434,"(40.75374863866246, -73.87332217947434)"
62043069,08/05/2024 10:04:36 PM,08/29/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10459,1016 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",08/29/2024 12:00:00 AM,02 BRONX,2027560006,BRONX,1015087,239417,UNKNOWN,Unspecified,BRONX,,,,,,,,40.823766100184706,-73.88858096230013,"(40.823766100184706, -73.88858096230013)"
62041542,08/05/2024 09:52:35 PM,09/11/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10457,4511 3 AVENUE,3 AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",09/11/2024 12:00:00 AM,06 BRONX,2030517501,BRONX,1014301,250296,UNKNOWN,Unspecified,BRONX,,,,,,,,40.85362848023705,-73.89137215905889,"(40.85362848023705, -73.89137215905889)"
62030160,08/05/2024 09:47:05 PM,08/15/2024 08:40:25 AM,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10457,4511 3 AVENUE,3 AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,08/15/2024 12:00:00 AM,06 BRONX,2030517501,BRONX,1014301,250296,PHONE,Unspecified,BRONX,,,,,,,,40.85362848023705,-73.89137215905889,"(40.85362848023705, -73.89137215905889)"
62044366,08/05/2024 09:10:28 PM,09/05/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11217,30 3 AVENUE,3 AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",09/05/2024 12:00:00 AM,02 BROOKLYN,3001797503,BROOKLYN,989690,189136,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.68580972753562,-73.98038507594089,"(40.68580972753562, -73.98038507594089)"
62042997,08/05/2024 09:04:15 PM,02/06/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10453,1630 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",02/06/2025 12:00:00 AM,05 BRONX,2028650166,BRONX,1007612,247774,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84672657311037,-73.9155602126315,"(40.84672657311037, -73.9155602126315)"
62036320,08/05/2024 08:58:14 PM,08/30/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11224,2006 SURF AVENUE,SURF AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",08/30/2024 12:00:00 AM,13 BROOKLYN,3070727501,BROOKLYN,987909,148699,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.57481963505235,-73.98682872324963,"(40.57481963505235, -73.98682872324963)"
